6.183 17 IMU_MAG_RAW -67 -633 333
6.213 17 IMU_ACCEL_RAW 114 38 -257
6.217 17 IMU_GYRO_RAW -180 -856 -244
6.220 17 IMU_MAG_RAW -48 -640 339
6.222 17 BARO_RAW 1673264 0
6.276 17 IMU_ACCEL_RAW 87 52 -270
6.279 17 IMU_GYRO_RAW -129 -811 -48
6.283 17 IMU_MAG_RAW -39 -644 341
6.313 17 IMU_ACCEL_RAW 71 58 -284
6.317 17 IMU_GYRO_RAW 82 -488 91
6.319 17 IMU_MAG_RAW -13 -644 356
6.322 17 BARO_RAW 1673260 0
6.338 17 DOWNLINK_STATUS 0 214 262388 14606 1 1265. 73. 62.78
6.376 17 IMU_ACCEL_RAW 72 42 -272
6.379 17 IMU_GYRO_RAW -3 -362 76
6.382 17 IMU_MAG_RAW -28 -637 359
6.414 17 IMU_ACCEL_RAW 48 41 -275
6.417 17 IMU_GYRO_RAW -29 -128 165
6.420 17 IMU_MAG_RAW 10 -654 372
6.423 17 BARO_RAW 1673255 0
6.476 17 IMU_ACCEL_RAW 49 54 -270
6.478 17 IMU_GYRO_RAW 231 153 345
6.481 17 IMU_MAG_RAW -18 -634 366
6.513 17 IMU_ACCEL_RAW 52 54 -273
6.517 17 IMU_GYRO_RAW 289 298 558
6.519 17 IMU_MAG_RAW -4 -641 381
6.522 17 BARO_RAW 1673263 0
6.574 17 IMU_ACCEL_RAW 65 33 -257
6.577 17 IMU_GYRO_RAW 130 40 326
6.580 17 IMU_MAG_RAW -58 -603 366
6.613 17 IMU_ACCEL_RAW 87 30 -251
6.616 17 IMU_GYRO_RAW -56 -369 335
6.619 17 IMU_MAG_RAW -52 -604 366
6.622 17 BARO_RAW 1673247 0
6.624 17 DL_VALUE 23 0.
6.674 17 IMU_ACCEL_RAW 69 44 -246
6.677 17 IMU_GYRO_RAW -227 -442 204
6.680 17 IMU_MAG_RAW -46 -598 372
6.712 17 IMU_ACCEL_RAW 67 63 -259
6.715 17 IMU_GYRO_RAW 65 -652 -143
6.718 17 IMU_MAG_RAW 3 -625 390
6.720 17 BARO_RAW 1673234 0
6.775 17 IMU_ACCEL_RAW 47 32 -239
6.778 17 IMU_GYRO_RAW -321 -648 -312
6.781 17 IMU_MAG_RAW -12 -614 386
6.811 17 IMU_ACCEL_RAW 39 51 -245
6.814 17 IMU_GYRO_RAW -296 -359 -215
6.817 17 IMU_MAG_RAW 7 -629 382
6.823 17 BARO_RAW 1673228 0
6.828 17 ROTORCRAFT_STATUS 0 0 2 0 0 1 0 0 0 0 101 86
6.873 17 IMU_ACCEL_RAW 36 53 -247
6.876 17 IMU_GYRO_RAW -138 -170 -177
6.879 17 IMU_MAG_RAW 38 -647 403
6.911 17 IMU_ACCEL_RAW 18 35 -254
6.914 17 IMU_GYRO_RAW -369 309 67
6.917 17 IMU_MAG_RAW 10 -639 380
6.920 17 BARO_RAW 1673215 0
6.976 17 IMU_ACCEL_RAW 32 55 -260
6.978 17 IMU_GYRO_RAW -310 502 482
6.981 17 IMU_MAG_RAW 13 -651 387
7.011 17 IMU_ACCEL_RAW 50 35 -231
7.014 17 IMU_GYRO_RAW -588 649 653
7.017 17 IMU_MAG_RAW 4 -647 371
7.019 17 BARO_RAW 1673222 0
7.072 17 IMU_ACCEL_RAW 57 81 -267
7.075 17 IMU_GYRO_RAW -540 998 940
7.078 17 IMU_MAG_RAW -56 -637 334
7.110 17 IMU_ACCEL_RAW 73 107 -268
7.113 17 IMU_GYRO_RAW -156 1160 1364
7.116 17 IMU_MAG_RAW -100 -612 316
7.119 17 BARO_RAW 1673237 0
7.121 17 DL_VALUE 24 0.
7.172 17 IMU_ACCEL_RAW 105 64 -245
7.175 17 IMU_GYRO_RAW -558 1138 914
7.179 17 IMU_MAG_RAW -100 -616 314
7.210 17 IMU_ACCEL_RAW 139 83 -242
7.213 17 IMU_GYRO_RAW -336 1217 1018
7.216 17 IMU_MAG_RAW -163 -573 270
7.222 17 BARO_RAW 1673232 0
7.226 17 ALIVE 213,34,114,54,190,159,111,64,67,117,177,207,172,80,223,208
7.272 17 IMU_ACCEL_RAW 145 52 -209
7.275 17 IMU_GYRO_RAW -188 1315 980
7.278 17 IMU_MAG_RAW -186 -552 239
7.310 17 IMU_ACCEL_RAW 141 54 -212
7.313 17 IMU_GYRO_RAW -140 1306 389
7.316 17 IMU_MAG_RAW -174 -559 233
7.318 17 BARO_RAW 1673218 0
7.339 17 DOWNLINK_STATUS 0 215 263676 14680 1 1288. 74. 62.78
7.371 17 IMU_ACCEL_RAW 194 60 -199
7.374 17 IMU_GYRO_RAW -148 800 2
